patternName,concurrency,memorySize,averageRps,rpsScore,totalComputeTime,requests,coldstarts,duration,billedDuration,maxRps,avgDelay,maxDelay
kill15,17,2240.0,4.64,0.97,5364.40625,4240,17,2330.6764,2452.3,4.76,7.71059572469,15.198
med15,18,2240.0,9.14,0.89,10087.0,8372,17,4389.47711,4611.2,9.51,7.94525926809,15.572
highwave20,5,1472.0,5.93,0.42,8342.53125,7253,4,5393.22309,5803.5,6.36,7.68540650407,15.89
med15,13,1728.0,9.09,0.88,10181.19375,8324,12,5465.68127,6033.3,9.46,7.86447192898,15.387
kill15,7,3008.0,4.67,0.97,5327.15625,4253,6,1684.12896,1813.5,4.76,8.08140220709,15.942
kill15,18,2752.0,4.67,0.97,6076.4375,4267,17,1972.97559,2261.0,4.76,7.70945401494,16.162
ramp20,8,1728.0,9.95,0.83,14535.61875,12135,8,7820.05518,8613.7,11.31,7.79541027753,15.658
med15,9,1728.0,9.1,0.88,10097.6625,8331,8,5424.08177,5983.8,9.49,7.89138289963,16.243
ramp20,11,1472.0,10.14,0.88,14634.325,12414,10,9434.00001,10180.4,11.79,7.85750507083,16.289
ramp20,9,2496.0,10.27,0.92,15655.0875,12469,8,5741.30751,6422.6,11.88,7.84379450188,16.03
high15,12,2240.0,11.37,0.96,12292.875,10361,11,5306.7962,5619.6,11.89,7.86877448901,16.288
high15,2,2752.0,4.17,0.11,5103.5625,3818,2,1602.0347,1899.0,4.46,7.62016073298,15.241
med15,6,1216.0,5.92,-0.26,6194.59375,5476,6,5026.03364,5216.5,6.25,7.65995476104,15.794
highwave20,16,2240.0,9.34,0.96,13714.3125,11347,15,5867.15203,6269.4,11.86,7.83201276184,15.957
high15,15,2496.0,11.35,0.96,13130.08125,10337,15,4815.02748,5386.7,11.89,7.86816895286,15.254
ramp20,19,3008.0,10.32,0.93,15716.8,12514,20,4990.2532,5350.4,11.89,7.8864136748,15.478
kill15,11,2240.0,4.64,0.97,5132.3125,4239,10,2238.30285,2346.2,4.75,7.75051965168,15.182
ramp20,16,2752.0,10.31,0.93,17080.1375,12512,16,5366.54538,6355.4,11.91,7.75304677522,15.743
highwave20,3,2752.0,6.18,0.46,9760.4625,7496,2,3092.99263,3631.8,6.66,7.63747572686,16.079
highwave20,2,3008.0,4.58,0.2,6713.06875,5551,1,2137.39137,2285.3,4.71,7.64969056196,15.301
high15,14,3008.0,11.4,0.97,12937.3375,10371,13,4112.05862,4404.2,11.91,7.85572043529,15.84
med15,11,1216.0,8.64,0.71,9401.79375,8248,10,7690.56863,7917.3,9.14,7.74370743521,15.632
high15,5,2240.0,8.61,0.63,9036.125,7848,4,3950.35209,4130.8,9.04,7.71703196638,16.006
kill15,18,1216.0,4.54,0.95,5096.86875,4208,17,4124.36125,4292.1,4.71,7.88357017751,15.251
high15,19,1216.0,11.1,0.93,11992.91875,10268,18,9654.32336,10099.3,11.73,7.8649586817,15.633
kill15,7,2240.0,4.64,0.97,5041.3125,4233,6,2185.8669,2304.6,4.75,7.7164470394,15.169
med15,11,1984.0,9.14,0.89,10032.7625,8342,10,4792.02238,5178.2,9.51,7.8345075431,16.339
high15,15,1216.0,11.07,0.93,11704.35625,10263,14,9502.5053,9856.3,11.73,7.84425746813,20.245
high15,17,1216.0,11.1,0.93,11807.66875,10274,16,9572.78467,9943.3,11.71,7.85308824101,16.416
ramp20,13,3008.0,10.3,0.93,15512.64375,12488,14,4929.5046,5280.9,11.81,7.8488793793,15.736
highwave20,9,1472.0,8.75,0.87,12562.45625,10710,8,8071.15024,8739.1,10.94,7.72992162717,15.263
med15,5,2752.0,9.04,0.86,10747.04375,8246,4,3448.20625,3998.9,9.44,7.77032678788,15.4
ramp20,4,2496.0,7.46,0.11,11265.88125,9052,4,4108.57061,4621.9,7.86,7.61689664311,16.105
kill15,1,3008.0,2.28,0.47,2503.925,2075,0,786.75228,852.4,2.33,7.71537493976,15.2
highwave20,12,2240.0,9.34,0.96,13421.84375,11351,11,5811.43557,6135.7,11.89,7.87537783841,17.951
med15,16,2752.0,9.2,0.91,11562.43125,8375,15,3647.18308,4302.3,9.53,7.7544398093,15.371
kill15,1,1728.0,1.18,0.25,1300.89375,1092,0,699.08163,770.9,1.21,7.54345787546,15.163
high15,1,3008.0,2.3,-0.12,2545.34375,2096,0,809.23728,866.5,2.35,7.71645753817,15.17
med15,3,2240.0,5.4,-0.3,5725.125,4918,2,2475.20766,2617.2,5.54,7.67246869919,15.158
med15,15,3008.0,9.2,0.91,10565.30625,8369,14,3366.00084,3596.7,9.51,7.84147023739,15.253
highwave20,11,3008.0,9.37,0.96,14004.53125,11348,10,4445.28519,4767.5,11.93,7.92042049657,16.134
highwave20,1,1216.0,0.98,-0.3,1435.33125,1236,0,1130.73897,1208.7,1.03,7.82084627832,15.28
kill15,18,1472.0,4.58,0.95,5311.70625,4224,17,3449.89747,3695.1,4.73,7.72247535959,15.448
ramp20,5,1216.0,3.98,-0.3,7019.43125,5790,5,5666.64481,5911.1,4.2,7.74888990509,15.398
high15,17,1472.0,11.26,0.95,12322.25,10320,16,7971.08246,8572.0,11.84,7.8113443305,15.785
high15,5,2496.0,9.3,0.72,10561.6875,8469,4,3903.03646,4333.0,9.79,7.65998937802,15.691
med15,6,2240.0,9.14,0.89,9567.6875,8324,5,4188.05945,4373.8,9.49,7.79868099412,16.192
ramp20,11,1728.0,10.2,0.9,15030.5625,12456,10,8112.21592,8907.0,11.81,7.89688440558,15.533
highwave20,14,1216.0,9.11,0.92,13010.4875,11247,13,10449.41087,10956.2,11.68,7.82114147425,16.396
kill15,17,3008.0,4.67,0.97,5703.15625,4265,16,1821.47218,1941.5,4.76,8.02150128475,15.224
highwave20,9,2496.0,9.34,0.96,14089.48125,11327,8,5153.07222,5780.3,11.88,7.80607772386,15.426
med15,4,2752.0,7.84,0.43,9602.4375,7133,3,2984.74412,3573.0,8.11,7.72961869395,15.167
highwave20,11,1984.0,9.32,0.96,13536.73125,11334,10,6442.08492,6986.7,11.84,7.84727997179,15.888
ramp20,9,2752.0,10.32,0.93,16060.5,12516,8,5215.1737,5976.0,11.89,7.84562751517,16.344
med15,20,2368.0,9.06,0.86,11114.8,8332,23,4516.19941,4806.4,9.51,7.87942561341,17.214
ramp20,8,1856.0,10.06,0.86,14593.8875,12259,7,7529.54519,8051.8,11.61,7.73737086255,16.61
highwave20,3,1088.0,0.34,-0.3,3688.575,3201,3,3313.68403,3471.6,0.69,7.76519756554,15.248
highwave20,3,1856.0,4.24,0.15,6029.64375,5169,2,3142.52166,3326.7,4.43,7.75686888416,16.47
med15,14,1600.0,9.05,0.86,9636.09375,8305,14,5942.49789,6167.1,9.44,7.93432443803,19.171
med15,8,2624.0,9.18,0.91,11030.025,8352,7,3754.17002,4304.4,9.51,7.87359313315,15.773
highwave20,13,2112.0,9.33,0.96,14419.96875,11338,12,6124.15601,6991.5,11.86,7.83034722467,16.111
ramp20,4,1600.0,5.11,-0.3,7177.1875,6250,3,4400.48732,4593.4,5.31,7.71598320806,16.158
ramp20,20,2112.0,10.26,0.91,16287.975,12501,22,7128.66565,7897.2,11.83,7.83823053581,17.364
ramp20,1,2112.0,1.61,-0.3,2454.7875,1967,0,1065.12544,1190.2,1.7,7.70046314184,15.955
high15,16,1344.0,11.18,0.94,12301.93125,10283,15,8670.09051,9372.9,11.76,7.79753233638,16.113
med15,16,2112.0,9.14,0.89,10841.7375,8351,16,4628.1559,5256.6,9.49,7.8068355444,15.945
highwave20,4,1600.0,4.99,0.27,6931.25,6091,4,4269.50111,4436.0,5.26,7.6173414274,15.391
high15,6,2112.0,9.45,0.73,10932.9,8616,6,4738.66367,5300.8,9.96,7.71763349571,15.48
highwave20,5,2112.0,7.54,0.67,11572.89375,9171,4,4949.01066,5611.1,8.39,7.73000250681,15.362
ramp20,13,2112.0,10.26,0.91,15905.38125,12477,15,6776.74841,7711.7,11.88,7.80714032981,16.063
high15,8,2368.0,11.32,0.96,12452.35,10311,7,5057.46333,5384.8,11.89,7.78329443691,16.595
highwave20,11,1600.0,9.21,0.94,13152.1875,11271,10,8051.71427,8417.4,11.69,7.84232284372,15.942
med15,12,2880.0,9.19,0.91,10261.6875,8370,12,3462.50545,3648.6,9.51,7.79092114054,16.345
ramp20,18,2624.0,10.29,0.92,16795.65,12495,18,5740.5735,6554.4,11.88,7.83457052665,15.622
highwave20,10,1088.0,0.39,-0.3,11151.25625,9515,9,9938.77678,10495.3,0.68,7.8840699286,15.606
highwave20,6,1088.0,0.29,-0.3,7423.9,6348,5,6621.04051,6987.2,0.43,7.78532740438,15.331
ramp20,14,1600.0,10.17,0.89,14380.15625,12452,17,8864.17338,9203.3,11.79,7.874086695,17.45
ramp20,16,2368.0,10.28,0.92,15300.8875,12485,18,6210.76011,6616.6,11.86,7.86777813325,15.386
high15,5,1856.0,7.04,0.45,7782.33125,6444,4,3999.57011,4293.7,7.31,7.66744851117,15.348
high15,8,2112.0,11.28,0.95,13038.3,10290,7,5610.80195,6321.6,11.83,7.75824492571,17.285
ramp20,15,2624.0,10.29,0.92,16665.9875,12499,16,5611.3739,6503.8,11.88,7.90252281262,16.276
highwave20,20,2880.0,9.36,0.96,15524.71875,11368,20,5006.67237,5519.9,11.86,7.77126150334,15.595
highwave20,19,2368.0,9.34,0.96,14072.025,11365,18,5731.92206,6085.2,11.88,7.8257404902,15.294
highwave20,13,1088.0,1.53,-0.28,12807.48125,11155,12,11516.24421,12054.1,3.1,7.89844291215,16.725
high15,2,1088.0,0.36,-0.3,1890.6125,1678,1,1706.69184,1779.4,0.68,7.70863907088,15.15
ramp20,10,1600.0,10.13,0.88,14313.4375,12403,9,8795.37751,9160.6,11.74,7.79286609733,15.324
highwave20,15,2624.0,9.35,0.96,15095.175,11352,14,5072.327,5890.8,11.88,7.86318599331,17.786
med15,13,1344.0,8.99,0.84,9892.70625,8283,12,6990.97201,7537.3,9.43,7.80017010247,17.171
highwave20,3,1344.0,3.17,-0.02,4714.36875,3922,2,3316.86025,3591.9,3.36,7.74985626911,15.372
highwave20,5,2368.0,7.97,0.74,11679.5125,9675,4,4727.34893,5050.6,9.19,7.69622378345,17.257
highwave20,19,1344.0,9.16,0.93,13877.325,11290,23,9749.6673,10573.2,11.79,7.86901794396,15.527
highwave20,18,2368.0,9.31,0.95,14347.90625,11316,17,5831.4116,6204.5,11.84,7.79235339275,15.337
ramp20,3,2880.0,6.57,-0.14,9664.3125,7974,2,3217.50615,3436.2,6.79,7.68512474925,16.093
highwave20,9,1856.0,9.24,0.94,13553.69375,11269,8,7031.25262,7477.9,11.78,7.81523641039,15.807
med15,1,1088.0,-0.01,-0.3,980.9,844,0,862.70144,923.2,0.03,7.79784004739,16.015
med15,8,1344.0,8.22,0.56,8967.0,7568,7,6324.40253,6832.0,8.63,7.73127577558,15.663
med15,12,1856.0,9.12,0.89,9608.60625,8331,11,5096.92764,5301.3,9.49,7.80944281947,15.288
high15,19,2624.0,11.34,0.96,13991.50625,10334,18,4794.11949,5460.1,11.88,7.83649545981,15.488
high15,20,1856.0,11.27,0.95,12753.65625,10321,19,6572.29444,7036.5,11.84,7.89028075435,15.317
med15,10,1088.0,0.3,-0.3,9043.7875,7632,9,8052.13727,8511.8,0.51,7.8321135977,16.254
med15,10,2112.0,9.14,0.89,10682.5125,8343,9,4595.37224,5179.4,9.49,7.90793618295,16.347
ramp20,20,1600.0,10.14,0.88,15022.1875,12476,21,9153.95383,9614.2,11.79,7.83451940466,16.319
ramp20,15,1600.0,10.19,0.89,14390.0,12464,17,8871.67973,9209.6,11.81,7.83649298934,18.192
med15,18,1088.0,0.32,-0.3,9936.60625,8237,17,8832.26181,9352.1,0.51,7.9005467652,16.402
high15,12,2880.0,11.4,0.97,12791.8125,10368,11,4276.24818,4548.2,11.91,7.77930465363,15.594
high15,12,1600.0,11.28,0.95,11882.8125,10334,11,7328.26718,7605.0,11.84,7.82987172547,15.645
highwave20,9,2880.0,9.37,0.96,14523.1875,11360,8,4752.25946,5163.8,11.89,7.90683321605,16.229
med15,11,2624.0,9.14,0.89,11152.76875,8323,10,3802.10197,4352.3,9.51,7.91931813273,16.131
high15,1,1344.0,1.14,-0.25,1239.13125,1053,0,862.2255,944.1,1.16,7.80082051282,15.319
med15,18,2112.0,9.15,0.9,10931.6625,8359,17,4768.99839,5300.2,9.49,7.88292144222,16.941
high15,6,1600.0,7.41,0.49,8017.1875,6806,5,4878.80864,5131.0,7.83,7.66458772574,16.175
ramp20,18,1344.0,10.09,0.87,15164.75625,12434,18,10680.90034,11554.1,11.74,7.82538001927,15.603
med15,7,2880.0,9.17,0.9,10373.90625,8374,7,3415.35075,3688.5,9.49,7.77974072306,16.396
med15,6,1600.0,7.38,0.26,8011.875,6778,5,4868.09947,5127.6,7.79,7.67455963438,15.545
highwave20,17,1344.0,9.21,0.94,13375.03125,11292,16,9474.63284,10190.5,11.81,7.7700560665,16.979
med15,17,2112.0,9.13,0.89,10785.01875,8336,16,4625.02845,5229.1,9.49,7.83671922893,16.726
highwave20,13,1856.0,9.29,0.95,13285.80625,11318,13,6956.48248,7330.1,11.79,7.91358670903,15.854
high15,10,1600.0,10.54,0.86,12147.34375,10117,9,7449.49353,7774.3,11.16,7.77095467114,16.526
ramp20,2,2112.0,3.2,-0.3,4900.29375,3889,2,2119.52319,2375.9,3.38,7.69074813673,16.0
high15,7,2880.0,11.4,0.97,12607.3125,10358,6,4198.49021,4482.6,11.89,7.77482246237,16.109
ramp20,3,1088.0,0.21,-0.3,3805.55625,3310,2,3401.91312,3581.7,0.45,7.75016002415,15.691
med15,17,2624.0,9.15,0.9,11323.43125,8340,16,3848.03649,4418.9,9.51,7.87576938727,15.414
high15,10,2880.0,11.38,0.96,12996.28125,10350,9,4297.88945,4620.9,11.93,7.91631537793,15.751
high15,15,2880.0,11.38,0.96,12785.625,10345,15,4295.6467,4546.0,11.91,7.8567761583,17.557
highwave20,8,2112.0,9.29,0.95,14271.46875,11295,7,6129.68037,6919.5,11.79,7.76450752079,16.132
ramp20,16,1856.0,10.22,0.9,14704.0875,12470,17,7727.7168,8112.6,11.83,7.84976287339,16.806
med15,18,1856.0,9.1,0.88,10556.3625,8331,17,5380.034,5824.2,9.48,7.87510625299,16.008
high15,7,1600.0,8.66,0.64,9134.375,7959,6,5625.84783,5846.0,9.11,7.66465411174,16.066
high15,9,1344.0,9.18,0.7,10339.74375,8562,8,7277.96475,7877.9,9.81,7.76188389732,15.289
high15,18,2880.0,11.39,0.97,13341.9375,10368,18,4411.17005,4743.8,11.91,7.82015857886,15.314
high15,13,1856.0,11.31,0.96,11986.425,10326,12,6327.5434,6613.2,11.86,7.86404449603,16.008
highwave20,3,2112.0,4.95,0.26,7588.14375,6018,2,3235.12795,3679.1,5.13,7.66242524917,15.909
high15,3,1600.0,3.77,0.06,4049.6875,3464,2,2469.09384,2591.8,3.95,7.62217945759,15.168
highwave20,15,2112.0,9.33,0.96,14435.4375,11333,38,6142.49814,6999.0,11.83,7.84956160408,16.659
highwave20,5,2880.0,8.66,0.85,13434.75,10520,4,4359.1482,4776.8,10.74,7.69330596731,16.309
ramp20,15,2112.0,10.28,0.92,16059.65625,12517,17,6844.14564,7786.5,11.88,7.82600191479,16.823
highwave20,19,2112.0,9.3,0.95,14698.81875,11328,21,6335.55609,7126.7,11.83,7.87238620143,16.506
med15,7,1088.0,1.0,-0.3,6597.16875,5700,6,5885.79633,6209.1,1.51,7.75837451805,16.694
highwave20,14,1344.0,9.21,0.94,13376.7375,11306,13,9456.34664,10191.8,11.83,7.81143926142,15.851
med15,1,2368.0,1.85,-0.3,2008.175,1690,0,816.55818,868.4,1.9,7.74865207101,15.349
ramp20,15,1856.0,10.23,0.91,14629.4125,12473,16,7728.10995,8071.4,11.86,7.88898190408,15.984
ramp20,1,2624.0,1.9,-0.3,2989.4125,2311,0,1036.33393,1166.6,1.96,7.62698615318,15.142
high15,7,1344.0,7.5,0.5,8274.7875,6931,7,5818.83073,6304.6,7.91,7.74138844047,18.521
highwave20,7,1088.0,0.74,-0.3,8577.1375,7448,7,7693.55724,8072.6,1.13,7.85785459423,15.955
med15,6,2368.0,9.11,0.88,10126.4375,8306,5,4118.96638,4379.0,9.49,7.69889965106,15.421
ramp20,1,1344.0,1.08,-0.3,1629.20625,1351,1,1145.35083,1241.3,1.15,7.88138461538,19.87
ramp20,19,2880.0,10.32,0.93,16085.25,12524,18,5284.46887,5719.2,11.89,7.79616743741,15.342
ramp20,13,1600.0,10.2,0.9,14257.8125,12454,14,8794.37021,9125.0,11.81,7.84545620789,16.409
med15,5,1344.0,5.31,-0.3,5897.5875,4898,4,4134.45414,4493.4,5.56,7.71309363525,15.281
ramp20,15,2368.0,10.26,0.91,15164.9125,12467,16,6155.61684,6557.8,11.79,7.93154442041,18.535
med15,12,1088.0,0.6,-0.3,9671.83125,8237,11,8633.36366,9102.9,0.88,7.87622611542,16.285
med15,11,1088.0,0.37,-0.3,9689.3625,8150,11,8617.2838,9119.4,0.53,7.79533611077,17.248
highwave20,16,2368.0,9.35,0.96,13875.4625,11358,36,5618.75931,6000.2,11.86,7.87716324381,15.837
highwave20,2,2368.0,3.63,0.05,5233.65,4416,1,2126.44752,2263.2,3.88,7.63626352728,15.186
highwave20,11,2368.0,9.34,0.96,13803.775,11344,10,5599.24696,5969.2,11.88,7.92631196054,15.849
ramp20,11,2112.0,10.25,0.91,15900.84375,12479,10,6849.18178,7709.5,11.84,7.88306317559,15.711
high15,4,1088.0,0.22,-0.3,3777.29375,3240,3,3364.50066,3555.1,0.41,7.85785383904,15.257
med15,4,1600.0,5.14,-0.3,5372.5,4712,3,3311.92667,3438.4,5.38,7.68134549311,15.268
high15,2,1344.0,2.18,-0.13,2410.40625,2019,1,1693.74387,1836.5,2.28,7.72902574257,15.379
highwave20,18,2880.0,9.36,0.96,15091.59375,11364,17,4878.02866,5365.9,11.86,7.85040752131,16.815
high15,18,1088.0,0.38,-0.3,12262.525,10247,17,10900.22214,11541.2,0.68,7.95003468433,16.496
med15,4,1856.0,5.92,-0.26,6304.2375,5413,3,3299.39522,3478.2,6.16,7.67385672083,15.19
highwave20,2,2112.0,3.3,0.0,5039.5125,4017,1,2176.79067,2443.4,3.4,7.67999402688,15.399
high15,12,2624.0,11.36,0.96,13706.8125,10336,11,4620.72734,5349.0,11.91,7.84834116169,16.662
highwave20,20,1600.0,9.23,0.94,13409.0625,11294,20,8214.50164,8581.8,11.74,7.83187042602,16.111
ramp20,10,2368.0,10.28,0.92,15207.69375,12483,9,6169.07063,6576.3,11.89,7.97720196926,15.546
ramp20,4,2112.0,6.39,-0.19,9769.85625,7778,3,4179.06016,4736.9,6.71,7.64171276186,15.292
med15,11,2880.0,9.17,0.9,10701.0,8350,10,3531.65581,3804.8,9.51,7.99288588517,15.592
high15,10,2112.0,11.32,0.96,13128.01875,10330,9,5648.48593,6365.1,11.88,7.85873304962,15.489
high15,6,1088.0,0.4,-0.3,5629.86875,4790,6,5031.25218,5298.7,0.88,7.76022873228,15.242
ramp20,13,1344.0,10.15,0.88,14809.4625,12478,12,10402.81917,11283.4,11.76,7.78746397118,16.4
med15,4,1088.0,0.23,-0.3,3823.19375,3302,3,3410.87368,3598.3,0.48,7.77601059002,15.227
med15,20,1344.0,8.96,0.83,10228.575,8282,19,7209.47944,7793.2,9.41,7.80546620889,15.285
med15,15,2880.0,9.2,0.91,8628.1875,8357,2011,2765.54735,3067.8,9.56,7.79933371914,15.759
ramp20,16,1088.0,1.87,-0.3,14220.60625,12391,15,12822.27137,13384.1,2.4,7.89773875544,15.647
ramp20,12,1856.0,10.24,0.91,14339.05,12475,11,7587.0608,7911.2,11.84,7.83002234503,15.86
highwave20,5,2624.0,8.28,0.79,13130.7625,10042,5,4450.65701,5124.2,9.79,7.70051089878,15.281
ramp20,7,2112.0,10.1,0.87,15456.375,12281,6,6587.61458,7494.0,11.51,7.75038601774,15.341
high15,2,1856.0,2.87,-0.05,3182.025,2629,1,1621.39833,1755.6,2.96,7.72396920152,15.818
ramp20,18,1600.0,10.18,0.89,14867.96875,12468,20,9091.23885,9515.5,11.81,7.79605421204,15.35
high15,5,2112.0,8.0,0.56,9145.125,7309,5,3961.61205,4434.0,8.36,7.68538351107,15.949
highwave20,1,1088.0,0.21,-0.3,1230.26875,1119,0,1120.61827,1157.9,0.4,7.80830652368,15.203
highwave20,5,1856.0,7.0,0.59,9990.5,8528,4,5211.51315,5512.0,7.38,7.73939076418,16.344
ramp20,8,2624.0,10.31,0.93,16410.50625,12517,7,5578.86584,6404.1,11.91,7.80806611306,15.424
med15,20,1856.0,9.18,0.91,6591.51875,8365,3802,3174.73706,3636.7,9.56,7.81406723103,17.848
med15,12,2624.0,9.18,0.91,11045.65625,8352,11,3716.61149,4310.5,9.51,7.82591486309,16.729
med15,13,2368.0,9.16,0.9,10227.2625,8353,14,4143.31911,4422.6,9.51,7.90829102426,15.943
high15,11,2112.0,11.34,0.96,13243.51875,10344,10,5703.17668,6421.1,11.88,7.9208187174,15.266
ramp20,8,2368.0,10.27,0.92,14933.89375,12475,7,6063.37979,6457.9,11.84,7.85163956097,15.295
highwave20,1,1600.0,1.23,-0.3,1811.25,1514,0,1079.03143,1159.2,1.31,7.59543527081,15.174
highwave20,6,1344.0,6.21,0.46,9191.9625,7651,5,6463.4521,7003.4,6.66,7.69748145246,17.954
med15,3,1088.0,0.12,-0.3,2872.15,2478,2,2560.0822,2703.2,0.31,7.76600524194,15.362
highwave20,3,1600.0,3.75,0.07,5252.5,4583,3,3235.64993,3361.6,3.95,7.63936131705,15.319
ramp20,12,2624.0,10.28,0.92,16573.7375,12477,14,5569.87482,6467.8,11.84,7.89443663438,16.842
highwave20,16,2880.0,9.38,0.97,14570.4375,11986,15,4770.21954,5180.6,11.89,7.87517690192,16.301
ramp20,9,1344.0,7.06,0.0,13488.3,10505,8,9579.85279,10276.8,7.71,7.69176172358,16.178
high15,4,2624.0,7.56,0.51,9029.99375,6880,4,3075.18251,3523.9,7.91,7.68884776293,15.16
med15,1,2112.0,1.6,-0.3,1812.73125,1468,0,778.37382,878.9,1.8,7.58247683924,15.123
highwave20,14,1856.0,9.28,0.95,13063.23125,11315,13,6925.73301,7207.3,11.79,7.89193855932,16.754
high15,12,1856.0,11.3,0.95,11926.6125,10316,11,6312.50663,6580.2,11.81,7.87478841871,15.82
highwave20,10,2112.0,9.32,0.96,14472.15,11350,9,6260.63501,7016.8,11.83,7.85899991196,15.684
highwave20,12,1088.0,0.81,-0.3,12311.6125,10632,11,11016.19379,11587.4,1.18,7.88331400921,16.512
highwave20,6,2112.0,8.33,0.8,12781.51875,10141,5,5514.74812,6197.1,10.01,7.71478631973,15.407
ramp20,7,1600.0,8.69,0.47,12242.65625,10625,6,7530.19231,7835.3,9.06,7.8048870285,15.629
high15,15,1344.0,11.37,0.96,4747.18125,10342,7497,2916.95742,3616.9,11.89,7.89948399574,17.845
ramp20,2,2880.0,4.36,-0.3,6582.09375,5292,1,2155.83012,2340.3,4.51,7.70151634234,19.759
ramp20,17,1856.0,10.23,0.91,15027.075,12473,19,7807.35557,8290.8,11.83,7.83071517771,16.155
med15,7,2624.0,9.14,0.89,10951.1,8329,6,3707.19239,4273.6,9.51,7.83438716257,15.232
high15,1,1856.0,1.46,-0.22,1560.925,1337,0,809.05696,861.2,1.48,7.73430366492,15.184
high15,3,2368.0,5.54,0.27,6041.86875,5056,2,2464.72673,2612.7,5.75,7.68604507711,15.308
med15,13,2112.0,9.13,0.89,10747.275,8328,15,4582.91892,5210.8,9.48,7.82820292461,15.185
high15,18,2368.0,11.36,0.96,12910.225,10370,18,5228.60507,5582.8,11.89,7.80276328456,15.325
ramp20,8,2112.0,10.37,0.95,4749.31875,12496,10675,1425.4121,2302.7,11.98,7.84698126969,15.437
highwave20,18,2624.0,9.35,0.96,15252.5125,11353,17,5212.88411,5952.2,11.88,7.78461917326,16.024
highwave20,20,2112.0,9.11,0.92,14892.28125,11233,29,6491.23034,7220.5,11.84,7.82521212928,18.409
highwave20,4,1856.0,5.62,0.37,7969.925,6854,3,4185.412,4397.2,5.88,7.73804112586,16.499
highwave20,8,1344.0,7.74,0.7,11396.9625,9506,8,8001.22243,8683.4,8.88,7.74704982132,16.161
high15,15,1088.0,1.08,-0.26,11961.2,10206,16,10718.95276,11257.6,1.65,7.92463206809,15.876
ramp20,9,2880.0,10.27,0.92,15967.125,12469,8,5217.21728,5677.2,11.86,7.97830383906,16.251
med15,14,1856.0,9.09,0.88,9920.35625,8873,13,5174.97993,5473.3,9.46,7.86918140896,16.147
highwave20,11,1088.0,0.57,-0.3,11813.0875,10080,10,10524.23025,11118.2,0.84,7.92036273538,18.103
ramp20,6,2880.0,10.26,0.91,15183.5625,12440,5,5043.55435,5398.6,11.79,7.70849859381,15.394
high15,19,1856.0,11.4,0.97,6585.5375,10358,6021,3064.68322,3633.4,11.96,7.80648391233,17.838
ramp20,4,2880.0,8.45,0.4,12571.03125,10245,4,4164.33617,4469.7,8.98,7.64470026344,15.719
ramp20,3,1856.0,4.41,-0.3,6161.23125,5387,2,3254.39503,3399.3,4.63,7.68777008721,17.579
high15,15,1856.0,11.22,0.95,12026.84375,10283,14,6349.65512,6635.5,11.84,7.86579197825,18.579
ramp20,17,2624.0,10.29,0.92,16752.0875,12493,18,5712.60815,6537.4,11.86,7.87933002957,15.283
med15,20,2624.0,9.14,0.89,11663.21875,8349,19,4048.7,4551.5,9.51,7.85123494264,16.037
med15,5,1600.0,6.32,-0.11,6717.8125,5788,4,4105.94147,4299.4,6.56,7.68601657459,15.318
high15,20,1600.0,11.23,0.95,12365.15625,10304,20,7551.17301,7913.7,11.83,7.81140701279,16.102
high15,17,1088.0,9.0,0.68,4075.21875,10333,7864,3142.41119,3835.5,11.53,7.86023795131,16.083
med15,20,2112.0,9.16,0.9,11054.79375,8373,19,4837.72063,5359.9,9.51,7.7925815062,15.908
ramp20,10,1856.0,10.21,0.9,14578.6625,12451,9,7641.89493,8043.4,11.79,7.83248844302,16.205
med15,3,2368.0,5.45,-0.3,5922.54375,4974,2,2403.80731,2561.1,5.66,7.74043247588,16.224
high15,10,1856.0,11.29,0.95,12174.01875,10327,9,6373.56678,6716.7,11.84,7.90356404799,16.069
med15,18,1344.0,8.97,0.83,10090.7625,8287,17,7116.91306,7688.2,9.44,7.81186777457,16.353
ramp20,2,1088.0,0.09,-0.3,2564.13125,2180,1,2280.45601,2413.3,0.26,7.78797157267,15.228
ramp20,15,1088.0,8.17,0.32,4933.93125,12462,9300,3854.84962,4643.7,11.33,7.98976252183,15.946
med15,6,1856.0,8.27,0.58,9118.86875,7557,5,4681.79712,5031.1,8.66,7.68894393018,15.475
high15,13,1600.0,11.26,0.95,11806.40625,10308,12,7279.37323,7556.1,11.83,7.84547994186,16.242
highwave20,19,2880.0,9.35,0.96,14992.03125,11352,18,4858.73094,5330.5,11.88,7.82282506596,15.351
med15,2,2880.0,4.26,-0.3,4979.25,3874,2,1601.18197,1770.4,4.48,7.76270252838,15.391
highwave20,11,2880.0,9.36,0.96,14190.75,11362,10,4719.11852,5045.6,11.89,7.91213700317,15.941
ramp20,18,2880.0,10.3,0.93,16628.90625,12490,19,5353.17473,5912.5,11.88,7.84684786953,25.258
high15,16,2624.0,11.37,0.96,13895.66875,10358,15,4690.83978,5422.7,11.89,7.81720485877,16.032
med15,14,2112.0,9.14,0.89,10763.98125,8338,14,4596.6312,5218.9,9.48,7.80756800766,15.269
highwave20,3,2624.0,5.48,0.35,8686.875,6659,2,2931.76098,3390.0,5.93,7.65421333133,15.824
med15,19,2368.0,9.16,0.9,10483.71875,8359,18,4280.56058,4533.5,9.53,7.83694019339,16.291
med15,16,1856.0,9.12,0.89,9815.95625,8334,15,5187.67265,5415.7,9.48,7.89923942987,16.654
