patternName,concurrency,memorySize,averageRps,rpsScore,totalComputeTime,requests,coldstarts,duration,billedDuration,maxRps,avgDelay,maxDelay
med15,13,1856.0,9.14,0.89,9632.7125,8352,12,5117.77879,5314.6,9.51,7.80945121951,15.327
med15,4,2880.0,8.51,0.67,9276.46875,7729,4,3113.14012,3298.3,8.91,7.70141174189,15.229
med15,10,1344.0,9.0,0.84,9676.5375,8283,10,6887.94202,7372.6,9.44,7.73913746533,16.141
med15,6,1088.0,0.71,-0.3,5693.0875,4945,5,5100.76196,5358.2,1.08,7.78688383838,16.806
med15,2,1856.0,3.05,-0.3,3115.86875,2790,1,1664.37645,1719.1,3.15,7.66504012899,15.27
med15,9,1344.0,8.9,0.81,9811.4625,8200,12,6905.70446,7475.4,9.41,7.78730540672,15.253
med15,3,1088.0,0.48,-0.3,2840.0625,2500,2,2556.90768,2673.0,0.84,7.81173141487,16.207
med15,5,1600.0,6.44,-0.07,6680.15625,5893,5,4112.12913,4275.3,6.68,7.79307917938,16.262
med15,7,2880.0,9.19,0.91,10102.21875,8360,8,3400.33299,3591.9,9.54,7.9103666348,15.192
med15,12,1600.0,9.0,0.84,9577.34375,8272,16,5904.15861,6129.5,9.49,7.91988815154,15.442
med15,4,2368.0,7.25,0.22,7797.51875,6595,3,3142.51969,3371.9,7.48,7.71149802971,15.801
med15,15,2624.0,9.17,0.9,11231.95,8347,15,3757.20505,4383.2,9.53,7.76624671131,15.727
med15,5,2880.0,9.13,0.89,9855.84375,8302,5,3319.082,3504.3,9.49,7.71325219694,16.447
med15,3,1856.0,4.55,-0.3,4687.30625,4163,2,2497.48429,2586.1,4.7,7.68913589436,15.262
med15,11,1088.0,1.97,-0.3,9386.65625,8220,10,8486.69887,8834.5,2.61,7.91146464156,16.235
med15,8,1088.0,0.95,-0.3,7478.9375,6438,10,6728.23605,7039.0,1.46,7.89315462159,15.267
med15,15,2368.0,9.17,0.9,10184.01875,8356,14,4103.04055,4403.9,9.51,7.87715495818,15.392
med15,1,2624.0,1.89,-0.3,2212.71875,1716,0,739.95986,863.5,1.93,7.66649417249,15.242
med15,5,1344.0,5.4,-0.3,5897.98125,4973,7,4178.75721,4493.7,5.79,7.74330240964,16.49
med15,4,1856.0,5.94,-0.25,6207.99375,5424,4,3293.22635,3425.1,6.23,7.68824226234,15.302
med15,2,2624.0,3.76,-0.3,4434.6625,3424,1,1470.98242,1730.6,3.85,7.68400379562,15.821
med15,10,1856.0,9.11,0.88,9529.58125,8322,9,5060.83958,5257.7,9.49,7.79358816469,20.042
med15,16,1856.0,9.1,0.88,9645.7625,8318,15,5134.34102,5321.8,9.49,7.8598425537,15.22
med15,13,2368.0,9.15,0.9,10119.0375,8339,12,4091.12956,4375.8,9.51,7.92172194947,15.286
med15,8,2368.0,9.16,0.9,10023.99375,8343,9,4034.93049,4334.7,9.51,7.91574868295,15.206
med15,13,2880.0,9.18,0.91,10171.96875,8354,12,3425.684,3616.7,9.54,7.88028221372,15.626
med15,6,2368.0,9.12,0.89,9873.9125,8302,5,4005.49645,4269.8,9.48,7.93563801613,16.197
med15,20,1856.0,9.13,0.89,9772.45625,8345,19,5205.59068,5391.7,9.48,7.81007412721,15.419
med15,12,2112.0,9.08,0.87,10720.875,8301,15,4535.344,5198.0,9.49,7.81401851852,15.322
med15,8,2624.0,9.17,0.9,11000.3,8339,8,3689.01756,4292.8,9.53,7.88438552773,16.078
med15,17,2624.0,9.18,0.91,11317.5375,8367,17,3810.6595,4416.6,9.53,7.87590756202,15.169
med15,14,1344.0,9.02,0.85,9839.025,8299,13,6974.85654,7496.4,9.41,7.72710045717,17.568
med15,6,2880.0,9.19,0.91,9847.6875,8356,5,3323.35046,3501.4,9.51,7.82536586533,15.892
med15,6,1856.0,8.69,0.73,9017.73125,7937,6,4791.55795,4975.3,9.13,7.6724643082,15.805
med15,15,2112.0,9.12,0.89,10699.425,8317,14,4545.91162,5187.6,9.44,7.78938350738,15.562
med15,16,1344.0,9.0,0.84,9938.775,8303,16,7057.55646,7572.4,9.43,7.79211948552,16.393
med15,15,1856.0,9.13,0.89,9675.30625,8344,16,5139.6164,5338.1,9.51,7.83440430622,16.073
med15,10,2368.0,9.15,0.9,10091.51875,8342,9,4093.16938,4363.9,9.49,7.90865692731,16.085
med15,20,2112.0,9.15,0.9,10908.35625,8363,19,4647.89359,5288.9,9.51,7.78261011692,15.226
med15,9,1600.0,8.87,0.8,9475.0,9048,11,5746.88365,6064.0,9.44,7.98815244508,16.201
med15,9,2368.0,9.13,0.89,9996.9375,8320,9,4022.49095,4323.0,9.48,7.97573298115,15.281
med15,10,1600.0,9.09,0.88,9560.0,8328,10,5891.18275,6118.4,9.48,7.87827668506,16.256
med15,19,1344.0,8.99,0.84,9897.825,8276,18,7052.17736,7541.2,9.41,7.73066216542,16.059
med15,19,2368.0,9.15,0.9,10300.56875,8340,18,4178.5076,4454.3,9.49,7.91909452022,15.342
med15,20,1344.0,9.02,0.85,10022.64375,8307,20,7111.89464,7636.3,9.44,7.80190776991,15.557
med15,12,2368.0,9.12,0.89,10081.80625,8324,12,4069.5277,4359.7,9.53,7.95577591171,15.232
med15,6,1600.0,7.7,0.38,7932.96875,7055,5,4874.37535,5077.1,8.03,7.68040155807,15.615
med15,7,1600.0,8.78,0.76,9093.75,8038,6,5602.6284,5820.0,9.28,7.71335977126,15.378
med15,13,1344.0,9.01,0.85,9784.29375,8295,12,6948.43951,7454.7,9.43,7.7714145901,16.775
med15,9,2624.0,9.17,0.9,11023.61875,8342,9,3679.2362,4301.9,9.53,7.77911531553,15.706
med15,2,1088.0,0.43,-0.3,1881.58125,1683,1,1705.17344,1770.9,0.66,7.77777315914,16.296
med15,4,2624.0,7.36,0.26,8742.7375,6699,3,2920.60147,3411.8,7.63,7.66906953148,16.142
med15,3,2112.0,4.71,-0.3,5397.5625,4297,2,2302.58846,2617.0,4.81,7.69960851361,15.315
med15,13,2112.0,9.14,0.89,10667.25,8339,12,4522.86892,5172.0,9.49,7.85859585678,15.31
med15,10,1088.0,1.66,-0.3,9118.375,7950,9,8191.86619,8582.0,2.58,7.82268425682,19.807
med15,19,1088.0,1.39,-0.3,9724.0,8250,18,8728.41041,9152.0,1.93,7.89768553459,15.427
med15,18,2880.0,9.21,0.92,10354.21875,8374,17,3500.02983,3681.5,9.54,7.79875175784,15.231
med15,9,2112.0,9.15,0.9,10633.425,8341,11,4503.20587,5155.6,9.48,7.87928065134,16.093
med15,4,2112.0,6.28,-0.13,7216.48125,5727,4,3055.91652,3498.9,6.53,7.64320711918,15.296
med15,6,2624.0,9.17,0.9,10794.7875,8337,7,3620.01431,4212.6,9.53,7.7885563279,15.985
med15,7,1856.0,9.08,0.87,9399.80625,8282,6,4986.42453,5186.1,9.44,7.74875325772,15.821
med15,6,1344.0,6.54,-0.04,7090.65,6039,6,5018.91119,5402.4,6.84,7.64304135649,15.967
med15,4,1088.0,0.91,-0.3,3759.23125,3329,3,3400.79117,3538.1,1.63,7.74648319328,15.722
med15,12,1344.0,8.95,0.82,9830.23125,8249,14,6954.52659,7489.7,9.44,7.81259034249,15.248
med15,4,1600.0,5.19,-0.3,5354.375,4749,3,3310.68107,3426.8,5.36,7.69844234007,15.462
med15,9,1088.0,2.23,-0.3,8267.95,7206,11,7458.62057,7781.6,2.68,7.9403095469,17.722
med15,3,2368.0,5.48,-0.3,5899.1875,4984,2,2387.71985,2551.0,5.63,7.71208684316,15.221
med15,1,1344.0,1.14,-0.3,1240.05,1053,0,861.97006,944.8,1.18,7.774668566,15.247
med15,19,2112.0,9.12,0.89,10804.40625,8322,18,4586.29989,5238.5,9.49,7.78008309353,15.262
med15,7,1088.0,1.08,-0.3,6563.4875,5696,8,5895.06333,6177.4,1.58,7.80237990884,18.889
med15,3,2624.0,5.58,-0.3,6606.125,5088,2,2200.07682,2578.0,5.88,7.68800628684,15.821
med15,3,1344.0,3.36,-0.3,3605.83125,3083,2,2543.46901,2747.3,3.5,7.67369205835,15.221
med15,7,1344.0,7.55,0.33,8156.79375,6936,7,5764.45302,6214.7,8.03,7.67038542417,15.821
med15,16,2880.0,9.18,0.91,10494.5625,8363,17,3536.69508,3731.4,9.53,7.81195,15.354
med15,17,2880.0,9.18,0.91,10465.875,8356,18,3532.17166,3721.2,9.53,7.93768891808,15.306
med15,9,2880.0,9.17,0.9,10118.25,8345,10,3418.70579,3597.6,9.53,7.85246152005,15.568
med15,13,1600.0,9.08,0.87,9594.84375,8330,12,5922.4749,6140.7,9.46,7.90724982019,15.3
med15,14,1088.0,1.79,-0.3,9527.225,8241,14,8600.64179,8966.8,2.96,7.91194512417,15.607
med15,6,2112.0,9.02,0.85,10369.425,8221,6,4398.3846,5027.6,9.38,7.73513066731,16.277
med15,17,1856.0,9.11,0.88,9735.3,8337,16,5174.44179,5371.2,9.49,7.80257620017,15.722
med15,19,1856.0,9.13,0.89,9806.7125,8336,18,5204.78118,5410.6,9.48,7.77180979172,16.094
med15,11,1856.0,9.13,0.89,9595.91875,8338,11,5078.39658,5294.3,9.49,7.84290429992,16.158
med15,1,2880.0,2.27,-0.3,2475.84375,2070,0,830.46933,880.3,2.35,7.7014821256,15.204
med15,15,1600.0,9.09,0.88,9609.53125,8322,15,5928.97261,6150.1,9.49,7.94421374595,16.932
med15,1,1600.0,1.32,-0.3,1356.25,1215,0,837.90218,868.0,1.35,7.74646090535,15.236
med15,18,1856.0,9.13,0.89,9766.8375,8336,17,5189.50426,5388.6,9.49,7.80909972465,15.658
med15,2,2112.0,3.18,-0.3,3637.425,2906,1,1548.05009,1763.6,3.28,7.64860405917,15.791
med15,15,1344.0,9.03,0.85,9794.1375,8301,14,6969.54936,7462.2,9.43,7.74680312688,15.401
med15,19,1600.0,9.11,0.88,9688.125,8337,18,5966.80193,6200.4,9.48,7.96410771993,16.04
med15,16,1088.0,2.31,-0.3,9516.49375,8246,16,8634.76849,8956.7,3.06,7.97149915275,17.68
med15,8,1856.0,9.1,0.88,9500.94375,8316,9,5046.38699,5241.9,9.48,7.87722018018,15.513
med15,11,1344.0,8.99,0.84,9740.85,8278,10,6894.14647,7421.6,9.48,7.82253197394,16.527
med15,20,2880.0,9.17,0.9,10524.9375,8359,19,3540.26391,3742.2,9.49,7.79558211984,24.53
med15,10,2624.0,9.18,0.91,11090.5,8355,10,3711.9175,4328.0,9.53,7.8162196055,15.23
med15,1,2112.0,1.57,-0.3,1819.74375,1439,1,773.20558,882.3,1.73,7.70609444444,16.207
med15,5,1088.0,0.99,-0.3,4666.7125,4097,5,4223.9573,4392.2,1.33,7.7589836665,15.872
med15,19,2880.0,9.17,0.9,10426.21875,8348,18,3522.39505,3707.1,9.48,7.80329751375,15.941
med15,3,2880.0,6.6,-0.01,7167.09375,6001,3,2409.7563,2548.3,6.84,7.61596402398,15.338
med15,16,2112.0,9.12,0.89,10754.7,8329,15,4574.97498,5214.4,9.48,7.83079014861,15.496
med15,1,2368.0,1.87,-0.3,1995.45625,1702,0,810.77905,862.9,1.9,7.7100293772,15.135
med15,11,2368.0,9.16,0.9,10106.31875,8352,11,4062.50266,4370.3,9.53,7.96050077723,15.958
